Booking ID,Customer ID,Destination,Booking Date,Travel Date,Booking Status,Revenue,Booking Channel,Consultant,Country,Device,Trip Length,Adults,Children
BKG00428,CUST0452,Barcelona,2023-11-29,2024-08-14,Confirmed,6425,App,Consultant_2,Spain,Mobile,20,3,1
BKG00429,CUST0374,Istanbul,2023-02-19,2025-02-26,Confirmed,863,Phone,Consultant_2,Italy,Tablet,7,1,2
BKG00430,CUST0263,Barcelona,2024-06-06,2023-05-23,Confirmed,2666,Agent,Consultant_15,Italy,Mobile,20,2,0
BKG00431,CUST0310,Madrid,2024-10-29,2023-07-19,Cancelled,3809,App,Consultant_17,Germany,Desktop,19,3,2
BKG00432,CUST0385,Bangkok,2024-05-06,2024-05-12,Cancelled,1045,Agent,Consultant_7,Germany,Tablet,18,2,2
BKG00433,CUST0172,Vienna,2024-08-04,2024-12-08,Confirmed,3740,Website,Consultant_14,France,Tablet,10,2,0
BKG00434,CUST0376,Amsterdam,2024-11-11,2023-02-13,Cancelled,7165,Agent,Consultant_12,France,Mobile,15,1,2
BKG00435,CUST0173,Paris,2023-09-29,2025-01-14,Confirmed,5229,App,Consultant_17,UK,Mobile,18,3,1
BKG00436,CUST0362,Paris,2024-08-02,2023-11-14,Confirmed,2436,Website,Consultant_14,Italy,Desktop,13,2,2
BKG00437,CUST0047,Copenhagen,2023-09-09,2023-08-07,Confirmed,6276,Agent,Consultant_6,Netherlands,Tablet,8,4,0
BKG00438,CUST0379,Vienna,2024-07-13,2023-07-04,Confirmed,1462,Phone,Consultant_19,USA,Mobile,5,3,0
BKG00439,CUST0141,Lisbon,2024-11-26,2024-08-19,Cancelled,3505,App,Consultant_6,USA,Desktop,3,4,0
BKG00440,CUST0375,Toronto,2024-11-29,2024-12-24,Confirmed,4306,Website,Consultant_18,UK,Mobile,20,1,2
BKG00441,CUST0406,Bangkok,2023-03-31,2025-01-21,Confirmed,1382,Agent,Consultant_5,Italy,Tablet,7,4,1
BKG00442,CUST0118,Lisbon,2024-03-21,2024-05-15,Pending,4340,Phone,Consultant_6,USA,Mobile,15,3,0
BKG00443,CUST0277,Berlin,2023-11-28,2023-04-15,Confirmed,7423,App,Consultant_2,Spain,Tablet,12,2,1
BKG00444,CUST0214,Amsterdam,2023-05-19,2023-11-03,Confirmed,1370,Phone,Consultant_8,France,Mobile,7,2,0
BKG00445,CUST0220,Cape Town,2023-12-23,2024-11-05,Confirmed,5111,Agent,Consultant_15,Netherlands,Tablet,16,3,1
BKG00446,CUST0393,Oslo,2024-08-23,2024-01-08,Cancelled,3485,Agent,Consultant_15,Germany,Desktop,19,2,1
BKG00447,CUST0026,Milan,2023-10-01,2024-03-30,Cancelled,6016,Website,Consultant_11,Germany,Tablet,3,4,1
BKG00448,CUST0009,Tokyo,2023-01-19,2024-08-23,Confirmed,1365,Phone,Consultant_1,USA,Desktop,4,2,0
BKG00449,CUST0271,Dubai,2023-11-07,2024-06-24,Confirmed,6749,Website,Consultant_18,Netherlands,Tablet,9,2,2
BKG00450,CUST0010,Bangkok,2023-06-03,2025-06-05,Confirmed,5704,App,Consultant_12,France,Desktop,12,4,2
BKG00451,CUST0472,Cape Town,2024-01-25,2023-07-31,Cancelled,4809,Website,Consultant_12,USA,Mobile,9,4,2
BKG00452,CUST0378,Copenhagen,2023-09-17,2024-05-02,Confirmed,7788,App,Consultant_11,UK,Tablet,18,4,1
BKG00453,CUST0121,Toronto,2024-09-11,2025-05-30,Confirmed,3703,Agent,Consultant_8,USA,Mobile,7,1,0
BKG00454,CUST0125,Paris,2024-07-24,2025-05-12,Pending,3397,Agent,Consultant_7,UK,Desktop,14,4,1
BKG00455,CUST0170,Istanbul,2023-05-05,2023-04-04,Confirmed,2744,Phone,Consultant_2,Spain,Tablet,19,4,0
BKG00456,CUST0072,Copenhagen,2023-12-20,2025-05-18,Confirmed,518,App,Consultant_11,Italy,Tablet,18,1,1
BKG00457,CUST0152,Helsinki,2023-09-30,2023-10-17,Confirmed,1141,Agent,Consultant_10,Spain,Mobile,18,2,0
BKG00458,CUST0208,Helsinki,2024-09-10,2023-08-11,Pending,3583,Phone,Consultant_3,Germany,Tablet,17,4,0
BKG00459,CUST0049,Istanbul,2023-09-02,2024-11-15,Confirmed,5700,Phone,Consultant_20,France,Tablet,14,3,0
BKG00460,CUST0154,Rome,2024-03-25,2024-10-07,Confirmed,829,Website,Consultant_10,Spain,Mobile,12,4,1
BKG00461,CUST0347,Berlin,2023-09-04,2024-03-11,Confirmed,1365,Phone,Consultant_18,Netherlands,Tablet,4,4,2
BKG00462,CUST0293,Amsterdam,2024-06-03,2025-01-25,Confirmed,1273,Agent,Consultant_14,Netherlands,Mobile,9,1,1
BKG00463,CUST0068,Copenhagen,2023-05-21,2025-02-22,Confirmed,4987,Website,Consultant_18,Italy,Mobile,15,3,1
BKG00464,CUST0050,Lisbon,2023-12-28,2025-01-20,Confirmed,5232,App,Consultant_8,Italy,Mobile,5,2,0
BKG00465,CUST0152,Rio,2023-01-08,2023-05-03,Pending,2854,App,Consultant_10,Netherlands,Mobile,17,2,0
BKG00466,CUST0019,Barcelona,2024-04-22,2024-04-04,Confirmed,3838,Agent,Consultant_13,Spain,Mobile,3,3,2
BKG00467,CUST0100,Paris,2023-12-18,2024-11-14,Confirmed,4018,Agent,Consultant_8,UK,Desktop,5,4,2
BKG00468,CUST0060,Berlin,2024-05-09,2024-04-08,Confirmed,3442,Website,Consultant_4,Italy,Desktop,12,1,0
BKG00469,CUST0167,Rio,2024-08-28,2024-03-09,Confirmed,7295,Website,Consultant_4,Germany,Mobile,17,3,2
BKG00470,CUST0202,Athens,2024-03-02,2024-04-08,Cancelled,7484,Agent,Consultant_5,Italy,Desktop,8,3,2
BKG00471,CUST0345,Rome,2023-02-08,2023-05-22,Confirmed,5621,Agent,Consultant_1,France,Desktop,17,2,0
BKG00472,CUST0146,Lisbon,2024-08-15,2024-02-09,Confirmed,3067,App,Consultant_17,Spain,Tablet,9,1,1
BKG00473,CUST0403,Barcelona,2023-07-06,2023-03-30,Confirmed,2174,App,Consultant_2,Spain,Mobile,7,3,2
BKG00474,CUST0164,Tokyo,2024-08-18,2023-03-14,Confirmed,3183,App,Consultant_8,Germany,Desktop,6,1,0
BKG00475,CUST0458,Athens,2024-08-22,2023-08-25,Confirmed,3880,Agent,Consultant_7,UK,Tablet,20,4,2
BKG00476,CUST0481,Amsterdam,2023-04-03,2025-03-20,Confirmed,1239,Phone,Consultant_15,Italy,Tablet,5,2,2
BKG00477,CUST0439,Madrid,2023-03-27,2023-11-22,Cancelled,2045,Agent,Consultant_5,Italy,Mobile,19,4,0
BKG00478,CUST0242,Amsterdam,2023-02-13,2023-05-28,Pending,5064,Agent,Consultant_2,Spain,Mobile,20,1,2
BKG00479,CUST0069,Milan,2023-05-17,2024-07-15,Confirmed,2759,App,Consultant_7,Italy,Tablet,20,4,2
BKG00480,CUST0175,Dubai,2024-02-25,2023-09-09,Pending,1635,Agent,Consultant_8,Italy,Mobile,4,2,2
BKG00481,CUST0049,Rio,2023-03-15,2023-07-15,Confirmed,5627,Website,Consultant_7,UK,Mobile,15,1,1
BKG00482,CUST0483,Bangkok,2024-07-01,2024-11-03,Confirmed,7447,Agent,Consultant_7,Germany,Tablet,17,3,1
BKG00483,CUST0108,Rome,2024-09-04,2023-07-05,Confirmed,7120,Agent,Consultant_14,France,Tablet,7,4,2
BKG00484,CUST0226,Sydney,2024-05-26,2023-08-02,Confirmed,1373,Agent,Consultant_18,Netherlands,Mobile,5,2,0
BKG00485,CUST0161,Dubai,2023-06-05,2023-04-30,Confirmed,5055,Agent,Consultant_6,Netherlands,Desktop,7,3,2
BKG00486,CUST0119,Dubai,2023-09-12,2023-05-04,Confirmed,2800,Phone,Consultant_4,Germany,Mobile,7,2,2
BKG00487,CUST0149,Tokyo,2023-06-20,2023-02-12,Confirmed,6145,Agent,Consultant_10,Netherlands,Desktop,7,1,1
BKG00488,CUST0465,Helsinki,2023-06-19,2025-05-13,Confirmed,1251,Website,Consultant_18,UK,Tablet,5,1,1
BKG00489,CUST0150,Seoul,2023-11-18,2025-04-14,Confirmed,6057,Website,Consultant_12,France,Desktop,5,4,1
BKG00490,CUST0432,Rome,2024-07-20,2025-02-10,Cancelled,6373,Agent,Consultant_16,Germany,Tablet,20,2,2
BKG00491,CUST0293,Oslo,2024-03-31,2025-05-13,Confirmed,7624,App,Consultant_7,Italy,Mobile,6,2,2
BKG00492,CUST0143,Barcelona,2024-08-25,2025-04-13,Confirmed,1353,Phone,Consultant_6,Italy,Mobile,3,2,0
BKG00493,CUST0419,Dubai,2024-09-04,2024-04-12,Confirmed,4232,Agent,Consultant_5,Spain,Tablet,18,1,2
BKG00494,CUST0476,Toronto,2023-06-04,2024-07-21,Confirmed,2783,Agent,Consultant_3,USA,Tablet,10,4,2
BKG00495,CUST0455,Helsinki,2023-12-15,2024-09-08,Cancelled,1829,Agent,Consultant_12,Spain,Tablet,19,2,1
BKG00496,CUST0160,Seoul,2024-03-26,2025-04-20,Confirmed,977,App,Consultant_15,France,Mobile,10,2,1
BKG00497,CUST0011,Paris,2024-10-14,2023-06-29,Confirmed,3226,App,Consultant_10,Germany,Mobile,9,3,1
BKG00498,CUST0138,Helsinki,2023-06-22,2024-11-20,Cancelled,3591,App,Consultant_20,Germany,Desktop,10,2,1
BKG00499,CUST0457,Barcelona,2023-01-10,2023-02-07,Confirmed,6859,Phone,Consultant_19,Spain,Tablet,14,4,1
BKG00500,CUST0078,Athens,2023-09-22,2023-02-28,Confirmed,7498,Website,Consultant_16,France,Desktop,18,3,0
BKG00501,CUST0077,Rome,2024-03-13,2023-11-22,Confirmed,4730,Phone,Consultant_11,Spain,Mobile,14,3,0
BKG00502,CUST0441,Tokyo,2023-09-04,2025-01-20,Pending,7548,App,Consultant_8,Italy,Desktop,12,3,0
BKG00503,CUST0254,Milan,2024-10-28,2024-10-31,Confirmed,5748,Website,Consultant_3,Netherlands,Desktop,9,1,1
BKG00504,CUST0409,Sydney,2024-06-29,2024-01-05,Confirmed,5005,Website,Consultant_7,Spain,Mobile,14,3,1
BKG00505,CUST0258,Madrid,2024-05-13,2024-10-19,Confirmed,6041,App,Consultant_7,Germany,Mobile,7,2,1
BKG00506,CUST0320,Bangkok,2023-05-09,2024-04-13,Confirmed,5913,App,Consultant_14,France,Tablet,18,1,0
BKG00507,CUST0291,Rio,2024-11-02,2023-06-23,Confirmed,1769,Phone,Consultant_2,Spain,Desktop,11,1,1
BKG00508,CUST0263,Copenhagen,2024-08-23,2025-05-09,Confirmed,6175,App,Consultant_10,USA,Mobile,9,1,0
BKG00509,CUST0085,Toronto,2024-08-27,2025-02-15,Confirmed,4681,Website,Consultant_19,USA,Mobile,16,1,1
BKG00510,CUST0146,Oslo,2023-11-23,2024-07-02,Pending,3103,Agent,Consultant_9,UK,Desktop,13,1,2
BKG00511,CUST0323,San Francisco,2024-02-08,2023-03-16,Cancelled,6461,App,Consultant_16,USA,Mobile,9,1,0
BKG00512,CUST0042,Lisbon,2024-09-20,2023-09-26,Confirmed,1969,App,Consultant_19,Italy,Tablet,12,1,2
BKG00513,CUST0374,Dubai,2024-08-28,2023-07-04,Cancelled,877,Phone,Consultant_18,Netherlands,Tablet,11,3,0
BKG00514,CUST0125,Bangkok,2024-11-05,2023-07-30,Confirmed,2180,Phone,Consultant_9,Germany,Desktop,6,4,1
BKG00515,CUST0167,Sydney,2024-09-02,2023-09-02,Confirmed,5670,App,Consultant_16,Spain,Tablet,18,2,1
BKG00516,CUST0425,Barcelona,2024-09-16,2023-04-28,Confirmed,741,Website,Consultant_13,Italy,Mobile,12,2,2
BKG00517,CUST0241,Paris,2023-12-25,2023-10-13,Cancelled,7961,Website,Consultant_10,UK,Mobile,19,3,1
BKG00518,CUST0459,Athens,2024-08-25,2024-06-24,Cancelled,1419,Agent,Consultant_20,USA,Mobile,11,3,0
BKG00519,CUST0487,Toronto,2023-01-17,2023-04-13,Confirmed,6182,App,Consultant_14,USA,Mobile,15,1,1
BKG00520,CUST0280,Rome,2023-10-01,2023-07-28,Pending,6909,Phone,Consultant_12,France,Desktop,3,4,1
BKG00521,CUST0188,Rome,2024-11-15,2023-08-30,Confirmed,7787,Website,Consultant_19,Germany,Tablet,4,1,0
BKG00522,CUST0302,Barcelona,2023-04-26,2025-04-14,Cancelled,7355,Agent,Consultant_7,France,Tablet,15,3,2
BKG00523,CUST0019,Vienna,2024-11-23,2023-09-21,Pending,5867,App,Consultant_15,Spain,Mobile,11,1,2
BKG00524,CUST0068,Seoul,2023-04-01,2024-05-09,Confirmed,569,Website,Consultant_16,Germany,Desktop,9,2,1
BKG00525,CUST0218,Sydney,2023-03-23,2025-02-19,Cancelled,4424,App,Consultant_8,Netherlands,Mobile,18,2,0
BKG00526,CUST0102,Prague,2023-11-20,2023-09-10,Confirmed,6700,App,Consultant_10,USA,Mobile,9,1,2
BKG00527,CUST0042,Amsterdam,2023-04-24,2024-10-22,Confirmed,6001,Website,Consultant_4,France,Desktop,8,4,2
BKG00528,CUST0288,Tokyo,2023-02-27,2025-05-04,Confirmed,2586,Website,Consultant_19,USA,Desktop,20,1,1
BKG00529,CUST0167,Athens,2023-06-03,2023-10-21,Confirmed,2507,Website,Consultant_19,Italy,Mobile,13,1,0
BKG00530,CUST0109,Paris,2024-02-08,2023-08-25,Pending,1300,App,Consultant_15,USA,Tablet,14,4,2
BKG00531,CUST0494,Vienna,2024-09-19,2024-09-28,Confirmed,5637,App,Consultant_14,USA,Mobile,12,4,1
BKG00532,CUST0036,Copenhagen,2023-09-23,2025-02-02,Confirmed,3279,Agent,Consultant_1,Germany,Tablet,15,4,1
BKG00533,CUST0232,Copenhagen,2023-11-11,2024-01-31,Cancelled,5420,Phone,Consultant_16,Netherlands,Tablet,14,2,1
BKG00534,CUST0229,Barcelona,2023-02-10,2023-11-02,Pending,1255,App,Consultant_10,France,Desktop,12,1,1
BKG00535,CUST0353,Berlin,2023-04-15,2024-02-14,Confirmed,6995,Phone,Consultant_19,France,Desktop,20,3,2
BKG00536,CUST0164,Rio,2023-07-12,2025-02-11,Pending,2495,Website,Consultant_3,Spain,Mobile,6,4,0
BKG00537,CUST0387,Sydney,2024-02-05,2023-12-05,Confirmed,6435,App,Consultant_5,France,Tablet,7,4,1
BKG00538,CUST0073,Amsterdam,2023-10-05,2024-10-22,Cancelled,1821,Agent,Consultant_9,France,Tablet,7,1,1
BKG00539,CUST0136,Sydney,2023-12-20,2023-10-25,Confirmed,2830,Agent,Consultant_18,Italy,Mobile,14,3,2
BKG00540,CUST0353,Helsinki,2024-08-02,2025-03-25,Confirmed,6205,Phone,Consultant_11,Netherlands,Mobile,5,1,1
BKG00541,CUST0379,Barcelona,2023-09-13,2023-04-04,Confirmed,609,Website,Consultant_16,USA,Mobile,10,1,1
BKG00542,CUST0070,Rio,2024-10-12,2025-04-19,Confirmed,1516,Phone,Consultant_2,Spain,Desktop,4,4,0
BKG00543,CUST0425,Helsinki,2024-10-22,2024-01-15,Confirmed,7847,Website,Consultant_12,UK,Mobile,20,4,1
BKG00544,CUST0487,Helsinki,2023-04-09,2024-06-07,Confirmed,6557,Agent,Consultant_6,Spain,Mobile,11,2,2
BKG00545,CUST0196,Cape Town,2024-08-10,2024-07-06,Confirmed,7187,Phone,Consultant_11,Spain,Tablet,15,3,0
BKG00546,CUST0269,Athens,2023-10-09,2023-05-08,Pending,6365,Agent,Consultant_8,Italy,Mobile,9,3,2
BKG00547,CUST0049,Cape Town,2024-02-07,2023-04-11,Confirmed,4365,Agent,Consultant_12,Italy,Tablet,12,4,0
BKG00548,CUST0316,Berlin,2023-04-19,2024-01-29,Confirmed,524,Website,Consultant_2,UK,Tablet,11,4,0
BKG00549,CUST0130,Dubai,2024-11-30,2024-08-22,Confirmed,5438,Phone,Consultant_9,Germany,Desktop,17,4,1
BKG00550,CUST0444,San Francisco,2023-07-18,2025-04-11,Confirmed,3338,Phone,Consultant_15,Italy,Mobile,7,3,1
BKG00551,CUST0005,Prague,2023-10-30,2025-03-03,Cancelled,1237,Agent,Consultant_2,Germany,Mobile,14,2,1
BKG00552,CUST0428,Tokyo,2023-11-23,2023-11-02,Cancelled,6700,Agent,Consultant_1,Germany,Tablet,3,3,2
BKG00553,CUST0027,Barcelona,2023-06-03,2023-03-21,Confirmed,679,Website,Consultant_10,Netherlands,Desktop,14,4,1
BKG00554,CUST0160,Istanbul,2024-07-05,2024-01-23,Confirmed,731,App,Consultant_2,UK,Desktop,8,4,1
BKG00555,CUST0149,Sydney,2024-10-06,2025-01-27,Cancelled,2417,App,Consultant_12,France,Mobile,18,2,0
BKG00556,CUST0264,Madrid,2024-02-09,2024-08-16,Confirmed,842,Agent,Consultant_8,USA,Tablet,5,1,1
BKG00557,CUST0230,Milan,2024-04-06,2025-03-23,Cancelled,5072,App,Consultant_5,USA,Mobile,12,1,1
BKG00558,CUST0200,Paris,2023-05-12,2024-05-29,Confirmed,6418,App,Consultant_1,Italy,Mobile,20,3,1
BKG00559,CUST0050,Amsterdam,2023-03-25,2023-04-24,Cancelled,3123,App,Consultant_15,France,Mobile,15,1,1
BKG00560,CUST0067,Copenhagen,2024-02-03,2025-04-14,Confirmed,954,App,Consultant_6,Netherlands,Mobile,20,1,0
BKG00561,CUST0300,Rome,2024-09-19,2024-10-29,Confirmed,5851,Agent,Consultant_12,Germany,Tablet,5,3,1
BKG00562,CUST0381,Seoul,2023-04-19,2025-04-17,Pending,4884,App,Consultant_8,France,Desktop,5,4,0
BKG00563,CUST0058,Cape Town,2023-08-09,2024-09-05,Confirmed,5832,App,Consultant_13,France,Mobile,14,1,2
BKG00564,CUST0259,Amsterdam,2024-07-06,2023-11-22,Confirmed,6901,Website,Consultant_19,Spain,Mobile,9,4,1
BKG00565,CUST0342,Cape Town,2024-01-03,2023-09-23,Confirmed,5125,Agent,Consultant_1,UK,Mobile,10,3,1
BKG00566,CUST0326,Berlin,2023-05-27,2023-03-27,Confirmed,7330,Phone,Consultant_11,Netherlands,Mobile,11,4,1
BKG00567,CUST0130,Helsinki,2023-04-22,2024-01-25,Confirmed,7572,Phone,Consultant_20,Spain,Desktop,16,4,0
BKG00568,CUST0215,Vienna,2024-09-06,2023-05-20,Confirmed,2776,Website,Consultant_1,Italy,Desktop,7,3,1
BKG00569,CUST0172,Barcelona,2024-07-11,2023-08-10,Confirmed,7893,Website,Consultant_8,Netherlands,Desktop,18,4,1
BKG00570,CUST0258,Milan,2024-05-08,2023-05-03,Confirmed,1095,Agent,Consultant_5,Germany,Desktop,14,1,2
BKG00571,CUST0102,Cape Town,2024-05-19,2025-06-10,Cancelled,4374,Phone,Consultant_17,Netherlands,Mobile,6,1,0
BKG00572,CUST0209,Athens,2024-04-19,2024-08-20,Confirmed,5030,App,Consultant_8,Spain,Tablet,10,1,0
BKG00573,CUST0291,San Francisco,2023-09-28,2023-03-31,Confirmed,5477,Website,Consultant_10,Italy,Desktop,9,1,2
BKG00574,CUST0354,Rio,2024-02-25,2024-11-10,Confirmed,7664,Phone,Consultant_2,Netherlands,Desktop,17,4,0
BKG00575,CUST0471,Vienna,2024-01-02,2023-03-10,Confirmed,6377,Agent,Consultant_9,Italy,Mobile,8,1,1
BKG00576,CUST0286,Seoul,2023-10-07,2024-07-23,Confirmed,4997,App,Consultant_3,Netherlands,Mobile,7,4,1
BKG00577,CUST0116,Cape Town,2023-10-10,2023-03-20,Confirmed,3169,Agent,Consultant_18,Italy,Mobile,16,2,2
BKG00578,CUST0264,Amsterdam,2023-02-09,2024-03-25,Confirmed,2635,Website,Consultant_7,USA,Mobile,15,4,0
BKG00579,CUST0150,Copenhagen,2023-07-08,2024-10-28,Confirmed,7227,Phone,Consultant_15,UK,Tablet,12,1,0
BKG00580,CUST0300,Oslo,2023-06-13,2023-02-12,Confirmed,4464,Phone,Consultant_20,UK,Tablet,20,2,0
BKG00581,CUST0442,Toronto,2024-06-19,2023-03-07,Confirmed,2065,Phone,Consultant_18,Italy,Desktop,6,3,2
BKG00582,CUST0036,Rio,2024-06-19,2023-05-11,Confirmed,808,Phone,Consultant_3,Italy,Tablet,10,4,1
BKG00583,CUST0453,Milan,2023-01-04,2025-04-03,Confirmed,7549,App,Consultant_14,UK,Desktop,13,1,2
BKG00584,CUST0333,Cape Town,2023-10-17,2023-04-26,Confirmed,842,App,Consultant_2,UK,Desktop,19,1,1
BKG00585,CUST0477,Milan,2024-03-08,2024-06-29,Confirmed,935,Agent,Consultant_14,Spain,Tablet,20,1,2
BKG00586,CUST0287,Barcelona,2024-04-15,2023-09-10,Cancelled,676,App,Consultant_11,Spain,Desktop,13,3,1
BKG00587,CUST0303,New York,2023-06-30,2024-01-03,Confirmed,638,Website,Consultant_16,USA,Mobile,18,2,0
BKG00588,CUST0311,Milan,2023-09-05,2023-07-15,Confirmed,693,Website,Consultant_8,Italy,Desktop,14,2,0
BKG00589,CUST0208,Tokyo,2024-09-19,2024-02-17,Confirmed,3757,Phone,Consultant_7,Germany,Mobile,15,1,0
BKG00590,CUST0106,Athens,2023-10-06,2025-06-04,Confirmed,7885,Website,Consultant_11,Netherlands,Tablet,18,4,2
BKG00591,CUST0446,Istanbul,2024-08-03,2024-02-10,Confirmed,3735,Agent,Consultant_3,USA,Tablet,3,1,2
BKG00592,CUST0158,Prague,2023-09-11,2024-05-15,Confirmed,5780,App,Consultant_17,Italy,Desktop,18,1,2
BKG00593,CUST0121,Cape Town,2023-06-30,2025-03-30,Cancelled,1442,App,Consultant_14,France,Mobile,17,4,0
BKG00594,CUST0055,Tokyo,2024-11-11,2024-11-02,Confirmed,5120,App,Consultant_6,UK,Desktop,8,1,1
BKG00595,CUST0400,Copenhagen,2024-05-23,2023-03-02,Pending,4379,Website,Consultant_8,Spain,Tablet,14,3,0
BKG00596,CUST0012,Rio,2024-11-30,2024-02-09,Confirmed,6220,App,Consultant_5,UK,Desktop,10,1,0
BKG00597,CUST0145,Milan,2024-07-19,2023-02-10,Confirmed,3613,Phone,Consultant_8,Spain,Desktop,9,3,1
BKG00598,CUST0400,Sydney,2023-11-22,2023-11-28,Confirmed,3462,Phone,Consultant_2,France,Mobile,4,1,1
BKG00599,CUST0396,Athens,2023-12-23,2023-05-06,Confirmed,6853,Phone,Consultant_15,Italy,Tablet,14,2,1
BKG00600,CUST0136,Cape Town,2024-10-11,2023-08-08,Confirmed,5336,Website,Consultant_12,USA,Desktop,16,4,1
BKG00601,CUST0468,Seoul,2024-11-10,2024-04-27,Confirmed,5457,App,Consultant_17,USA,Mobile,18,2,0
BKG00602,CUST0003,Amsterdam,2024-01-26,2023-08-10,Confirmed,7942,Website,Consultant_1,UK,Desktop,13,1,2
BKG00603,CUST0144,Helsinki,2024-09-06,2024-05-30,Pending,1453,App,Consultant_15,Germany,Mobile,11,1,0
BKG00604,CUST0030,Berlin,2023-03-26,2023-10-23,Cancelled,1802,Agent,Consultant_14,Germany,Mobile,12,3,1
BKG00605,CUST0237,Vienna,2023-11-13,2024-03-29,Confirmed,5870,Agent,Consultant_20,France,Desktop,19,1,2
BKG00606,CUST0279,San Francisco,2023-07-31,2023-06-07,Confirmed,3881,Website,Consultant_16,France,Tablet,14,1,2
BKG00607,CUST0348,Tokyo,2024-05-29,2023-09-25,Confirmed,6339,Phone,Consultant_9,France,Tablet,8,1,0
BKG00608,CUST0115,Paris,2024-01-19,2024-01-20,Confirmed,3380,Website,Consultant_1,Netherlands,Mobile,13,2,0
BKG00609,CUST0104,Seoul,2024-11-21,2023-05-22,Confirmed,2687,Phone,Consultant_17,Germany,Tablet,11,3,0
BKG00610,CUST0118,Athens,2023-12-08,2025-05-07,Confirmed,5387,App,Consultant_13,Italy,Mobile,8,2,2
BKG00611,CUST0005,Rio,2023-02-07,2024-04-20,Confirmed,1045,Phone,Consultant_5,Netherlands,Tablet,18,3,2
BKG00612,CUST0468,Cape Town,2024-05-25,2024-01-08,Confirmed,6440,Phone,Consultant_10,UK,Desktop,18,2,2
BKG00613,CUST0360,Bangkok,2024-02-24,2023-06-24,Pending,5612,App,Consultant_6,Germany,Tablet,8,1,1
BKG00614,CUST0248,Helsinki,2023-06-18,2023-04-05,Confirmed,2427,Agent,Consultant_19,Spain,Mobile,7,2,1
BKG00615,CUST0364,Barcelona,2023-12-09,2023-10-04,Pending,6149,App,Consultant_13,France,Mobile,6,2,0
BKG00616,CUST0321,Tokyo,2023-11-02,2025-02-03,Confirmed,4652,Website,Consultant_1,Germany,Tablet,4,3,2
BKG00617,CUST0121,Cape Town,2024-06-25,2024-06-03,Confirmed,6755,Website,Consultant_20,UK,Desktop,8,3,0
BKG00618,CUST0286,Tokyo,2024-06-20,2025-05-04,Confirmed,504,Website,Consultant_15,USA,Mobile,11,2,2
BKG00619,CUST0149,Berlin,2023-04-22,2024-04-13,Confirmed,3981,Website,Consultant_14,Netherlands,Mobile,19,3,0
BKG00620,CUST0084,Berlin,2024-02-15,2023-05-16,Confirmed,6033,Website,Consultant_8,USA,Mobile,16,3,1
BKG00621,CUST0454,Vienna,2023-07-25,2023-07-30,Confirmed,3753,Agent,Consultant_10,Spain,Mobile,9,3,2
BKG00622,CUST0406,Rome,2023-07-04,2023-08-02,Confirmed,7680,Agent,Consultant_9,France,Mobile,3,4,1
BKG00623,CUST0466,Tokyo,2024-01-17,2023-09-13,Confirmed,1862,Phone,Consultant_17,UK,Desktop,17,3,2
BKG00624,CUST0456,Cape Town,2024-05-10,2025-03-17,Confirmed,2320,Website,Consultant_9,France,Tablet,20,4,0
BKG00625,CUST0231,Oslo,2024-01-14,2025-03-30,Confirmed,5878,App,Consultant_3,Germany,Desktop,5,4,2
BKG00626,CUST0288,Tokyo,2023-02-16,2023-04-29,Confirmed,6733,Website,Consultant_11,UK,Desktop,20,3,1
BKG00627,CUST0161,Seoul,2024-07-04,2024-12-18,Confirmed,3163,Agent,Consultant_12,Netherlands,Mobile,4,2,2
BKG00628,CUST0272,Copenhagen,2024-06-11,2024-07-13,Confirmed,3438,Website,Consultant_10,UK,Desktop,12,3,0
BKG00629,CUST0460,Toronto,2024-05-18,2024-02-05,Confirmed,7341,Agent,Consultant_17,Netherlands,Mobile,13,1,2
BKG00630,CUST0038,San Francisco,2023-01-22,2024-03-04,Pending,1773,Phone,Consultant_17,Germany,Desktop,5,2,1
BKG00631,CUST0500,Toronto,2023-08-01,2023-05-16,Confirmed,3826,Phone,Consultant_11,Germany,Mobile,9,4,0
BKG00632,CUST0226,Dubai,2023-11-06,2023-10-28,Cancelled,4159,Phone,Consultant_4,France,Mobile,10,4,1
BKG00633,CUST0142,Barcelona,2024-10-22,2025-05-10,Confirmed,3445,Agent,Consultant_7,Netherlands,Desktop,20,2,2
BKG00634,CUST0292,Bangkok,2023-09-29,2024-06-16,Confirmed,3518,Website,Consultant_14,USA,Desktop,15,2,1
BKG00635,CUST0481,Cape Town,2024-07-24,2024-12-09,Confirmed,1631,Website,Consultant_7,Spain,Tablet,15,3,2
BKG00636,CUST0151,Madrid,2023-07-21,2024-07-08,Confirmed,5263,App,Consultant_8,Spain,Tablet,14,4,0
BKG00637,CUST0114,Helsinki,2023-02-01,2025-05-28,Confirmed,7237,Agent,Consultant_1,France,Tablet,19,1,1
BKG00638,CUST0237,Helsinki,2024-03-18,2023-03-03,Cancelled,3136,App,Consultant_4,Germany,Desktop,14,3,1
BKG00639,CUST0066,Lisbon,2023-06-11,2024-02-27,Confirmed,7128,Phone,Consultant_12,Spain,Desktop,15,2,2
BKG00640,CUST0361,Toronto,2023-09-11,2023-03-11,Confirmed,3529,Website,Consultant_3,Germany,Mobile,14,4,1
BKG00641,CUST0341,Athens,2024-06-04,2024-11-20,Confirmed,3519,Agent,Consultant_13,USA,Tablet,16,2,1
